sgRNA_ID	Gene	HAP1_T0
chr15:65563361-65563380_PARP16_-	PARP16	264.0
chr1:235715424-235715443_GNG4_+	GNG4	254.0
chr15:42820463-42820482_SNAP23_+	SNAP23	733.0
chr14:63757694-63757713_RHOJ_+	RHOJ	492.0
chr12:56295781-56295800_WIBG_-	WIBG	416.0
chr14:35564327-35564346_PPP2R3C_-	PPP2R3C	563.0
chr9:136380616-136380635_TMEM8C_+	TMEM8C	364.0
chr10:99527531-99527550_SFRP5_-	SFRP5	399.0
chr1:26230179-26230198_STMN1_-	STMN1	213.0
chr19:46973239-46973258_PNMAL1_-	PNMAL1	246.0
chrX:26212548-26212567_MAGEB6_+	MAGEB6	577.0
chr1:161039375-161039394_ARHGAP30_-	ARHGAP30	616.0
chr12:123252060-123252079_DENR_+	DENR	936.0
chr17:72521918-72521937_CD300LB_-	CD300LB	622.0
chr19:55246774-55246793_KIR3DL3_-	KIR3DL3	575.0
chr10:129904060-129904079_MKI67_-	MKI67	615.0
chr7:116955277-116955296_WNT2_-	WNT2	543.0
chr17:6683658-6683677_FBXO39_+	FBXO39	560.0
chr3:48921483-48921502_SLC25A20_+	SLC25A20	412.0
chrX:72667114-72667133_CDX4_+	CDX4	727.0
chr11:60637876-60637895_ZP1_+	ZP1	309.0
chr20:42232864-42232883_IFT52_+	IFT52	303.0
chr4:177142312-177142331_ASB5_+	ASB5	559.0
chr20:31592141-31592160_SUN5_-	SUN5	501.0
chrX:88008431-88008450_CPXCR1_+	CPXCR1	570.0
chr11:85606406-85606425_CCDC83_+	CCDC83	881.0
chr17:18088201-18088220_ALKBH5_-	ALKBH5	150.0
chr2:99006133-99006152_CNGA3_+	CNGA3	209.0
chr15:41072174-41072193_DNAJC17_-	DNAJC17	742.0
chr12:82750962-82750981_CCDC59_-	CCDC59	413.0
chr16:30455597-30455616_SEPHS2_-	SEPHS2	525.0
chr21:37444883-37444902_CBR1_+	CBR1	503.0
chr1:205052767-205052786_TMEM81_-	TMEM81	511.0
chr11:65789256-65789275_CATSPER1_+	CATSPER1	451.0
chr2:100009448-100009467_EIF5B_+	EIF5B	992.0
chr2:74040914-74040933_C2orf78_+	C2orf78	623.0
chr17:9683270-9683289_DHRS7C_-	DHRS7C	642.0
chr5:140262898-140262917_PCDHA13_-	PCDHA13	264.0
chr1:203767048-203767067_ZBED6_-	ZBED6	940.0
chr1:17755604-17755623_RCC2_-	RCC2	432.0
chr17:37619265-37619284_CDK12_+	CDK12	568.0
chr4:8467220-8467239_TRMT44_+	TRMT44	243.0
chr3:183905463-183905482_ABCF3_+	ABCF3	756.0
chr17:62500893-62500912_DDX5_-	DDX5	511.0
chr2:151343221-151343240_RND3_-	RND3	287.0
chr1:113638591-113638610_LRIG2_+	LRIG2	767.0
chr16:20043371-20043390_GPR139_+	GPR139	250.0
chr9:33989018-33989037_UBAP2_-	UBAP2	353.0
chrX:154464581-154464600_VBP1_+	VBP1	285.0
chr2:16086060-16086079_MYCN_+	MYCN	1079.0
chr15:41961775-41961794_MGA_-	MGA	659.0
chr19:54600264-54600283_OSCAR_+	OSCAR	386.0
chr6:116988108-116988127_ZUFSP_-	ZUFSP	902.0
chr15:48460926-48460945_MYEF2_-	MYEF2	510.0
chr13:32878050-32878069_ZAR1L_-	ZAR1L	943.0
chr8:22548428-22548447_EGR3_-	EGR3	782.0
chr6:167549876-167549895_CCR6_-	CCR6	267.0
chr11:86663431-86663450_FZD4_+	FZD4	559.0
chr10:77159663-77159682_ZNF503_-	ZNF503	648.0
chr7:98790630-98790649_KPNA7_+	KPNA7	776.0
chr3:161214813-161214832_OTOL1_-	OTOL1	355.0
chr8:56702773-56702792_TGS1_+	TGS1	1205.0
chr10:62670651-62670670_RHOBTB1_-	RHOBTB1	972.0
chr12:8211624-8211643_C3AR1_+	C3AR1	1444.0
chr1:3764134-3764153_CEP104_-	CEP104	388.0
chr1:210577947-210577966_HHAT_-	HHAT	516.0
chr16:57473124-57473143_CIAPIN1_+	CIAPIN1	1155.0
chr2:214727228-214727247_SPAG16_+	SPAG16	339.0
chr3:141162028-141162047_ZBTB38_+	ZBTB38	520.0
chr8:144921925-144921944_NRBP2_-	NRBP2	521.0
chr2:136579641-136579660_LCT_-	LCT	907.0
chr22:38219466-38219485_GALR3_-	GALR3	1097.0
chr1:193202193-193202212_CDC73_+	CDC73	396.0
chr20:48472055-48472074_SLC9A8_-	SLC9A8	535.0
chrX:135862960-135862979_ARHGEF6_-	ARHGEF6	705.0
chr16:48173155-48173174_ABCC12_+	ABCC12	501.0
chr21:30339455-30339474_LTN1_-	LTN1	81.0
chr3:112066587-112066606_CD200_+	CD200	588.0
chr1:154940458-154940477_SHC1_-	SHC1	426.0
chr3:127775650-127775669_SEC61A1_+	SEC61A1	423.0
chr9:90345966-90345985_CTSL_+	CTSL	888.0
chr16:58031659-58031678_ZNF319_-	ZNF319	1164.0
chr6:96054176-96054195_MANEA_-	MANEA	406.0
chr7:23292950-23292969_GPNMB_+	GPNMB	622.0
chr1:27153609-27153628_ZDHHC18_-	ZDHHC18	808.0
chr10:43870066-43870085_FXYD4_+	FXYD4	1215.0
chr3:9948712-9948731_IL17RE_-	IL17RE	981.0
chr8:38125444-38125463_PPAPDC1B_+	PPAPDC1B	909.0
chr4:4276384-4276403_LYAR_-	LYAR	880.0
chr19:33167292-33167311_RGS9BP_+	RGS9BP	14.0
chr3:49212289-49212308_KLHDC8B_-	KLHDC8B	1441.0
chr8:16850687-16850706_FGF20_-	FGF20	658.0
chr4:22444462-22444481_GPR125_+	GPR125	608.0
chr9:126783553-126783572_LHX2_+	LHX2	734.0
chr11:62159552-62159571_ASRGL1_+	ASRGL1	682.0
chr2:102031324-102031343_RFX8_-	RFX8	911.0
chr7:100490125-100490144_ACHE_+	ACHE	880.0
chr9:138439756-138439775_OBP2A_-	OBP2A	372.0
chr11:115111098-115111117_CADM1_-	CADM1	734.0
chr17:41063277-41063296_G6PC_-	G6PC	943.0
chr10:97007010-97007029_PDLIM1_+	PDLIM1	608.0
chr18:2539117-2539136_METTL4_-	METTL4	360.0
chr3:88104916-88104935_CGGBP1_-	CGGBP1	187.0
chr5:60394838-60394857_NDUFAF2_+	NDUFAF2	849.0
chr2:54080666-54080685_GPR75_-	GPR75	560.0
chr7:99311094-99311113_CYP3A7_-	CYP3A7	687.0
chrX:12937583-12937602_TLR8_-	TLR8	425.0
chr19:22155040-22155059_ZNF208_+	ZNF208	5.0
chr17:4845700-4845719_RNF167_-	RNF167	920.0
chr16:90102850-90102869_GAS8_+	GAS8	744.0
chr19:19032530-19032549_DDX49_+	DDX49	588.0
chrX:106093261-106093280_TBC1D8B_-	TBC1D8B	789.0
chr12:9875349-9875368_CLECL1_-	CLECL1	491.0
chr1:77558144-77558163_PIGK_-	PIGK	773.0
chr6:39073470-39073489_SAYSD1_+	SAYSD1	613.0
chr8:21996011-21996030_REEP4_-	REEP4	587.0
chr2:74889884-74889903_SEMA4F_+	SEMA4F	889.0
chr14:24896981-24897000_CBLN3_+	CBLN3	671.0
chr16:15758650-15758669_NDE1_+	NDE1	300.0
chrX:2871195-2871214_ARSE_-	ARSE	372.0
chr12:13103031-13103050_GPRC5D_+	GPRC5D	338.0
chr12:112441587-112441606_TMEM116_+	TMEM116	572.0
chr10:102672981-102673000_FAM178A_+	FAM178A	402.0
chr9:14722580-14722599_CER1_+	CER1	495.0
chr13:37576625-37576644_EXOSC8_+	EXOSC8	624.0
chr8:92082673-92082692_OTUD6B_+	OTUD6B	456.0
chr6:10876126-10876145_GCM2_-	GCM2	342.0
chr22:29455005-29455024_C22orf31_-	C22orf31	730.0
chr1:170940921-170940940_MROH9_-	MROH9	537.0
chr2:152739835-152739854_CACNB4_+	CACNB4	297.0
chr2:163216016-163216035_GCA_+	GCA	733.0
chr11:113194077-113194096_TTC12_+	TTC12	830.0
chr12:4830014-4830033_GALNT8_+	GALNT8	511.0
chr3:136667164-136667183_NCK1_+	NCK1	714.0
chr14:73985817-73985836_HEATR4_-	HEATR4	357.0
chr22:39477512-39477531_APOBEC3G_+	APOBEC3G	256.0
chr10:124909175-124909194_HMX2_+	HMX2	704.0
chrX:100356071-100356090_CENPI_+	CENPI	121.0
chr11:112042584-112042603_TEX12_+	TEX12	1139.0
chr18:20814621-20814640_CABLES1_+	CABLES1	347.0
chr2:44981236-44981255_CAMKMT_+	CAMKMT	1018.0
chr4:92520104-92520123_CCSER1_-	CCSER1	363.0
chr9:112018077-112018096_EPB41L4B_-	EPB41L4B	528.0
chr4:106640441-106640460_GSTCD_+	GSTCD	765.0
chr1:186330799-186330818_TPR_-	TPR	288.0
chrX:129155029-129155048_BCORL1_+	BCORL1	1041.0
chrX:23801979-23801998_SAT1_+	SAT1	242.0
chrX:118723622-118723641_NKRF_-	NKRF	773.0
chrX:102968671-102968690_TMEM31_-	TMEM31	714.0
chr2:175939387-175939406_ATF2_+	ATF2	648.0
chr6:159104015-159104034_SYTL3_-	SYTL3	612.0
chr2:68520982-68521001_CNRIP1_+	CNRIP1	911.0
chr1:247886887-247886906_OR14A2_+	OR14A2	487.0
chr1:213009283-213009302_C1orf227_-	C1orf227	822.0
chr6:88173908-88173927_C6ORF165_+	C6ORF165	901.0
chr10:104263980-104263999_SUFU_-	SUFU	192.0
chr11:57958694-57958713_OR9Q2_-	OR9Q2	1138.0
chr19:40978650-40978669_SPTBN4_-	SPTBN4	803.0
chr9:37801245-37801264_DCAF10_+	DCAF10	832.0
chr8:23153572-23153591_R3HCC1_+	R3HCC1	648.0
chr12:107713573-107713592_BTBD11_+	BTBD11	454.0
chr18:6311563-6311582_L3MBTL4_-	L3MBTL4	193.0
chrX:127185485-127185504_ACTRT1_-	ACTRT1	337.0
chr3:179311585-179311604_MRPL47_-	MRPL47	579.0
chr10:13213033-13213052_MCM10_-	MCM10	288.0
chr11:74875067-74875086_SLCO2B1_+	SLCO2B1	181.0
chr15:45315472-45315491_SORD_+	SORD	463.0
chr10:129905311-129905330_MKI67_-	MKI67	615.0
chr9:131467642-131467661_PKN3_+	PKN3	164.0
chr19:58117582-58117601_ZNF530_+	ZNF530	630.0
chr2:178769858-178769877_PDE11A_+	PDE11A	940.0
chr6:107533390-107533409_PDSS2_-	PDSS2	218.0
chr2:191373933-191373952_TMEM194B_+	TMEM194B	707.0
chr3:149563866-149563885_RNF13_-	RNF13	635.0
chr1:160718007-160718026_SLAMF7_+	SLAMF7	1066.0
chr6:16250552-16250571_GMPR_-	GMPR	665.0
chr18:42643525-42643544_SETBP1_+	SETBP1	378.0
chr19:18707753-18707772_CRLF1_+	CRLF1	298.0
chr11:101815104-101815123_KIAA1377_-	KIAA1377	570.0
chr20:35445840-35445859_SOGA1_-	SOGA1	894.0
chr7:92733357-92733376_SAMD9_-	SAMD9	335.0
chr12:14943557-14943576_WBP11_-	WBP11	216.0
chr14:95035880-95035899_SERPINA4_-	SERPINA4	548.0
chr5:101627147-101627166_SLCO4C1_-	SLCO4C1	500.0
chr3:96706672-96706691_EPHA6_-	EPHA6	673.0
chr9:128064398-128064417_GAPVD1_-	GAPVD1	346.0
chr15:57355957-57355976_TCF12_+	TCF12	329.0
chr10:120085725-120085744_FAM204A_-	FAM204A	691.0
chr19:49206248-49206267_FUT2_-	FUT2	661.0
chr12:115118779-115118798_TBX3_-	TBX3	465.0
chr7:2404068-2404087_EIF3B_+	EIF3B	583.0
chr16:29824721-29824740_PRRT2_+	PRRT2	887.0
chr3:195997338-195997357_PCYT1A_-	PCYT1A	1309.0
chr11:8974789-8974808_TMEM9B_+	TMEM9B	618.0
chr3:155314085-155314104_PLCH1_+	PLCH1	947.0
chr3:51908015-51908034_IQCF5_-	IQCF5	625.0
chr1:204170763-204170782_GOLT1A_+	GOLT1A	567.0
chr15:65421372-65421391_PDCD7_-	PDCD7	743.0
chr12:55614873-55614892_OR10A7_-	OR10A7	234.0
chr11:19251063-19251082_E2F8_-	E2F8	631.0
chr4:90756700-90756719_SNCA_-	SNCA	396.0
chr18:9134209-9134228_NDUFV2_-	NDUFV2	350.0
chr11:61213509-61213528_SDHAF2_-	SDHAF2	651.0
chr7:99013839-99013858_BUD31_-	BUD31	517.0
chr12:6687667-6687686_CHD4_-	CHD4	469.0
chr1:154303331-154303350_ATP8B2_-	ATP8B2	1106.0
chr15:39544677-39544696_C15orf54_-	C15orf54	565.0
chr22:30661052-30661071_OSM_-	OSM	547.0
chr20:36641015-36641034_TTI1_+	TTI1	260.0
chr6:43333147-43333166_ZNF318_+	ZNF318	488.0
chr1:34330334-34330353_HMGB4_+	HMGB4	900.0
chr5:10761113-10761132_DAP_+	DAP	946.0
chr15:66786812-66786831_SNAPC5_-	SNAPC5	625.0
chr5:42807035-42807054_SEPP1_+	SEPP1	712.0
chr10:135369313-135369332_SYCE1_+	SYCE1	353.0
chr6:32046980-32046999_TNXB_+	TNXB	1130.0
chr12:53621303-53621322_RARG_+	RARG	746.0
chr4:1905955-1905974_WHSC1_+	WHSC1	375.0
chr3:130735113-130735132_ASTE1_-	ASTE1	631.0
chr16:57504195-57504214_POLR2C_+	POLR2C	249.0
chr2:112620140-112620159_ANAPC1_+	ANAPC1	371.0
chrX:68382319-68382338_PJA1_-	PJA1	750.0
chr12:68551770-68551789_IFNG_-	IFNG	465.0
chr20:54972741-54972760_CSTF1_-	CSTF1	586.0
chr4:52926643-52926662_SPATA18_-	SPATA18	834.0
chr1:33321554-33321573_S100PBP_+	S100PBP	393.0
chr1:28948461-28948480_TAF12_-	TAF12	470.0
chr3:121725854-121725873_ILDR1_+	ILDR1	927.0
chrX:85403897-85403916_DACH2_-	DACH2	327.0
chr22:35661215-35661234_HMGXB4_-	HMGXB4	938.0
chr19:12296955-12296974_ZNF136_+	ZNF136	245.0
chr4:57384892-57384911_ARL9_-	ARL9	667.0
chr2:166894573-166894592_SCN1A_-	SCN1A	161.0
chr2:85552077-85552096_TGOLN2_-	TGOLN2	507.0
chr22:30038214-30038233_NF2_+	NF2	1011.0
chr3:50129577-50129596_RBM5_+	RBM5	483.0
chr19:40276676-40276695_LEUTX_+	LEUTX	484.0
chr4:70620889-70620908_SULT1B1_-	SULT1B1	733.0
chr11:118958979-118958998_HMBS_+	HMBS	510.0
chr5:60790101-60790120_ZSWIM6_+	ZSWIM6	359.0
chr17:40914686-40914705_RAMP2_-	RAMP2	677.0
chr15:50835845-50835864_USP50_-	USP50	325.0
chr8:125463318-125463337_TRMT12_+	TRMT12	496.0
chr5:147211120-147211139_SPINK1_+	SPINK1	656.0
chr15:76426605-76426624_C15orf27_-	C15orf27	919.0
chr2:24524837-24524856_ITSN2_+	ITSN2	689.0
chrX:148797694-148797713_MAGEA11_-	MAGEA11	609.0
chr10:114043509-114043528_TECTB_-	TECTB	264.0
chr11:5153459-5153478_OR52A5_+	OR52A5	537.0
chr6:12124430-12124449_HIVEP1_-	HIVEP1	578.0
chr17:72959895-72959914_HID1_+	HID1	246.0
chr9:136082665-136082684_OBP2B_+	OBP2B	515.0
chr19:15342052-15342071_EPHX3_-	EPHX3	604.0
chr19:30018138-30018157_VSTM2B_+	VSTM2B	548.0
chr12:46601340-46601359_SLC38A1_+	SLC38A1	963.0
chr20:13090832-13090851_SPTLC3_+	SPTLC3	411.0
chr1:235377129-235377148_ARID4B_-	ARID4B	220.0
chr14:62249071-62249090_SNAPC1_+	SNAPC1	303.0
chr3:142522863-142522882_TRPC1_-	TRPC1	896.0
chr12:111356969-111356988_MYL2_-	MYL2	834.0
chr3:169644861-169644880_SAMD7_+	SAMD7	739.0
chr10:53458280-53458299_CSTF2T_+	CSTF2T	1383.0
chr12:32902883-32902902_YARS2_-	YARS2	501.0
chrX:154057852-154057871_SMIM9_+	SMIM9	406.0
chr15:41828361-41828380_RPAP1_+	RPAP1	1219.0
chr7:87280155-87280174_RUNDC3B_-	RUNDC3B	543.0
chr19:55667661-55667680_TNNI3_-	TNNI3	428.0
chr20:3127789-3127808_FASTKD5_-	FASTKD5	482.0
chr7:123267163-123267182_ASB15_-	ASB15	494.0
chr6:131900343-131900362_ARG1_+	ARG1	288.0
chrX:49957815-49957834_AKAP4_-	AKAP4	538.0
chr6:26217217-26217236_HIST1H2AE_+	HIST1H2AE	1035.0
chr1:210415515-210415534_SERTAD4_-	SERTAD4	753.0
chr7:150656643-150656662_KCNH2_+	KCNH2	479.0
chr4:122835924-122835943_TRPC3_+	TRPC3	977.0
chr1:32375687-32375706_PTP4A2_+	PTP4A2	479.0
chr15:62948258-62948277_TLN2_-	TLN2	493.0
chr1:54502336-54502355_TMEM59_+	TMEM59	679.0
chr11:17316887-17316906_NUCB2_-	NUCB2	313.0
chr2:74005447-74005466_DUSP11_+	DUSP11	732.0
chr4:25379140-25379159_ANAPC4_-	ANAPC4	586.0
chr6:32411653-32411672_HLA-DRA_+	HLA-DRA	678.0
chr1:35827328-35827347_ZMYM4_+	ZMYM4	777.0
chr12:39064589-39064608_CPNE8_-	CPNE8	668.0
chr20:16721525-16721544_SNRPB2_-	SNRPB2	675.0
chr12:22814072-22814091_ETNK1_-	ETNK1	575.0
chr11:58295018-58295037_LPXN_+	LPXN	216.0
chr8:55539943-55539962_RP1_+	RP1	554.0
chr2:3599779-3599798_RNASEH1_-	RNASEH1	747.0
chr2:158140832-158140851_GALNT5_-	GALNT5	819.0
chr13:48827984-48828003_ITM2B_-	ITM2B	756.0
chr11:61558002-61558021_TMEM258_+	TMEM258	779.0
chr9:140173426-140173445_TOR4A_-	TOR4A	581.0
chr3:5021449-5021468_BHLHE40_+	BHLHE40	705.0
chr1:155148381-155148400_TRIM46_-	TRIM46	931.0
chr12:7064064-7064083_PTPN6_-	PTPN6	617.0
chr4:130030465-130030484_C4orf33_-	C4orf33	302.0
chr11:33308126-33308145_HIPK3_-	HIPK3	549.0
chr5:52402919-52402938_MOCS2_+	MOCS2	617.0
chr17:32955669-32955688_TMEM132E_+	TMEM132E	1075.0
chr14:64935245-64935264_AKAP5_+	AKAP5	608.0
chr6:110777845-110777864_SLC22A16_-	SLC22A16	891.0
chr7:2985442-2985461_CARD11_+	CARD11	1504.0
chr10:12259407-12259426_CDC123_-	CDC123	418.0
chr5:58147118-58147137_RAB3C_+	RAB3C	700.0
chr1:120254741-120254760_PHGDH_+	PHGDH	478.0
chr5:172585808-172585827_BNIP1_+	BNIP1	588.0
chr1:155408146-155408165_ASH1L_-	ASH1L	1074.0
chr1:16350311-16350330_CLCNKA_+	CLCNKA	507.0
chr7:142983849-142983868_TMEM139_-	TMEM139	630.0
chr10:103826347-103826366_HPS6_-	HPS6	739.0
chr15:44085213-44085232_SERF2_+	SERF2	958.0
chr11:10552224-10552243_RNF141_+	RNF141	637.0
chr12:2936799-2936818_NRIP2_+	NRIP2	928.0
chr21:33040793-33040812_SOD1_+	SOD1	605.0
chr1:162040044-162040063_NOS1AP_-	NOS1AP	980.0
chr14:31346828-31346847_COCH_+	COCH	717.0
chr9:86518115-86518134_KIF27_-	KIF27	549.0
chr18:33785056-33785075_MOCOS_+	MOCOS	1062.0
chr17:76230765-76230784_TMEM235_-	TMEM235	183.0
chr22:46668292-46668311_TTC38_+	TTC38	1369.0
chr19:1912358-1912377_ADAT3_-	ADAT3	1121.0
chr5:216846-216865_CCDC127_+	CCDC127	782.0
chr18:72998814-72998833_TSHZ1_+	TSHZ1	1078.0
chr4:113184221-113184240_AP1AR_+	AP1AR	460.0
chr16:66583914-66583933_TK2_+	TK2	441.0
chrX:100603550-100603569_TIMM8A_-	TIMM8A	327.0
chr12:49318857-49318876_FKBP11_+	FKBP11	971.0
chr20:3804863-3804882_AP5S1_-	AP5S1	864.0
chr11:74204454-74204473_LIPT2_+	LIPT2	1199.0
chr8:96064429-96064448_NDUFAF6_-	NDUFAF6	208.0
chr13:31318224-31318243_ALOX5AP_+	ALOX5AP	613.0
chr1:93711689-93711708_CCDC18_+	CCDC18	459.0
chr12:98993783-98993802_SLC25A3_-	SLC25A3	902.0
chr14:23377544-23377563_RBM23_-	RBM23	428.0
chr19:51584829-51584848_KLK14_+	KLK14	1192.0
chr2:210640732-210640751_UNC80_-	UNC80	901.0
chr1:180974570-180974589_STX6_-	STX6	634.0
chr9:990924-990943_DMRT3_+	DMRT3	879.0
chr9:91956363-91956382_SECISBP2_+	SECISBP2	850.0
chr7:99221744-99221763_ZSCAN25_-	ZSCAN25	628.0
chr14:67759292-67759311_MPP5_-	MPP5	1281.0
chr5:32263240-32263259_MTMR12_-	MTMR12	772.0
chr5:74091906-74091925_FAM169A_-	FAM169A	995.0
chr1:70881687-70881706_CTH_+	CTH	683.0
chr19:11917019-11917038_ZNF491_-	ZNF491	950.0
chr6:28472071-28472090_GPX6_-	GPX6	565.0
chrX:69282497-69282516_OTUD6A_+	OTUD6A	1007.0
chr15:51040970-51040989_SPPL2A_-	SPPL2A	780.0
chr11:104971465-104971484_CARD17_-	CARD17	896.0
chr22:31346396-31346415_MORC2_+	MORC2	68.0
chr1:248366356-248366375_OR2M3_+	OR2M3	596.0
chr18:43577773-43577792_PSTPIP2_-	PSTPIP2	281.0
chr3:132176179-132176198_DNAJC13_-	DNAJC13	293.0
chr3:150916466-150916485_GPR171_+	GPR171	1102.0
chr12:8211916-8211935_C3AR1_+	C3AR1	1121.0
chr7:105221847-105221866_EFCAB10_-	EFCAB10	711.0
chr1:26448991-26449010_PDIK1L_-	PDIK1L	1246.0
chr22:46704694-46704713_GTSE1_-	GTSE1	948.0
chr1:149885305-149885324_SV2A_-	SV2A	890.0
chr8:104145360-104145379_C8orf56_-	C8orf56	795.0
chr2:211438126-211438145_CPS1_-	CPS1	828.0
chrX:15364302-15364321_FIGF_-	FIGF	334.0
chr11:10778355-10778374_CTR9_+	CTR9	1073.0
chr9:27109636-27109655_TEK_-	TEK	597.0
chr8:49833761-49833780_SNAI2_-	SNAI2	72.0
chr18:57022826-57022845_LMAN1_-	LMAN1	646.0
chrX:54841906-54841925_MAGED2_+	MAGED2	723.0
chr4:43032406-43032425_GRXCR1_-	GRXCR1	954.0
chr13:46820686-46820705_LRRC63_-	LRRC63	669.0
chrX:39930265-39930284_BCOR_-	BCOR	1213.0
chr7:36373675-36373694_KIAA0895_-	KIAA0895	1443.0
chr12:96181174-96181193_NTN4_+	NTN4	1133.0
chr2:162227719-162227738_PSMD14_-	PSMD14	396.0
chr19:50185495-50185514_PRMT1_+	PRMT1	1234.0
chr4:159956209-159956228_C4orf45_-	C4orf45	675.0
chr1:26752877-26752896_LIN28A_+	LIN28A	566.0
chrX:120182727-120182746_GLUD2_+	GLUD2	988.0
chr7:100964965-100964984_RABL5_-	RABL5	738.0
chr1:46158965-46158984_TMEM69_-	TMEM69	653.0
chr8:145669625-145669644_TONSL_-	TONSL	862.0
chr5:26903855-26903874_CDH9_-	CDH9	1291.0
chr18:9517108-9517127_RALBP1_+	RALBP1	807.0
chr7:127892089-127892108_LEP_-	LEP	1142.0
chr16:23119429-23119448_USP31_+	USP31	844.0
chr16:21968589-21968608_UQCRC2_+	UQCRC2	796.0
chr2:212989461-212989480_ERBB4_+	ERBB4	957.0
chr9:12821475-12821494_LURAP1L_+	LURAP1L	1232.0
chr9:135462777-135462796_BARHL1_+	BARHL1	586.0
chr17:64210726-64210745_APOH_-	APOH	372.0
chr19:54418711-54418730_CACNG7_-	CACNG7	598.0
chr15:51040928-51040947_SPPL2A_-	SPPL2A	683.0
chr11:95826136-95826155_MAML2_-	MAML2	897.0
chr9:134151460-134151479_FAM78A_-	FAM78A	674.0
chr7:98951565-98951584_ARPC1A_+	ARPC1A	2444.0
chr8:1719297-1719316_CLN8_-	CLN8	1501.0
chr9:135277611-135277630_TTF1_+	TTF1	485.0
chr5:178418498-178418517_GRM6_-	GRM6	699.0
chr15:80215395-80215414_C15orf37_+	C15orf37	720.0
chr2:175613412-175613431_CHRNA1_-	CHRNA1	1224.0
chr1:228879250-228879269_RHOU_+	RHOU	1142.0
chr6:111587177-111587196_KIAA1919_-	KIAA1919	608.0
chr13:73649850-73649869_KLF5_+	KLF5	859.0
chr17:7592345-7592364_WRAP53_+	WRAP53	377.0
chr5:142662200-142662219_NR3C1_-	NR3C1	420.0
chr17:68171251-68171270_KCNJ2_-	KCNJ2	864.0
chr16:57059937-57059956_NLRC5_-	NLRC5	1123.0
chr2:165772434-165772453_SLC38A11_-	SLC38A11	423.0
chr12:45444397-45444416_DBX2_+	DBX2	1726.0
chr5:132099942-132099961_SEPT8_+	SEPT8	369.0
chr3:67579571-67579590_SUCLG2_-	SUCLG2	357.0
chr11:62384637-62384656_B3GAT3_-	B3GAT3	348.0
chr3:50388935-50388954_CYB561D2_-	CYB561D2	985.0
chr1:226825364-226825383_ITPKB_+	ITPKB	884.0
chr2:47601026-47601045_EPCAM_-	EPCAM	660.0
chr18:9887253-9887272_TXNDC2_+	TXNDC2	827.0
chr3:35763223-35763242_ARPP21_+	ARPP21	775.0
chr10:111652796-111652815_XPNPEP1_+	XPNPEP1	1088.0
chr4:17625337-17625356_MED28_+	MED28	889.0
chr19:1827283-1827302_REXO1_-	REXO1	764.0
chr19:13264606-13264625_IER2_+	IER2	781.0
chr10:114204949-114204968_ZDHHC6_+	ZDHHC6	985.0
chr19:14910181-14910200_OR7C1_+	OR7C1	1374.0
chr1:200017383-200017402_NR5A2_+	NR5A2	1079.0
chr17:76967836-76967855_LGALS3BP_-	LGALS3BP	965.0
chr17:74475166-74475185_RHBDF2_-	RHBDF2	1053.0
chr13:37679353-37679372_CSNK1A1L_-	CSNK1A1L	804.0
chr5:63871622-63871641_RGS7BP_-	RGS7BP	508.0
chr20:37353557-37353576_SLC32A1_+	SLC32A1	1269.0
chr3:39307662-39307681_CX3CR1_+	CX3CR1	402.0
chr3:15093949-15093968_MRPS25_-	MRPS25	1219.0
chr3:142741433-142741452_U2SURP_-	U2SURP	505.0
chr12:132593183-132593202_EP400NL_-	EP400NL	1020.0
chr12:7045249-7045268_ATN1_+	ATN1	1961.0
chr10:131557564-131557583_MGMT_+	MGMT	1018.0
chr10:116100377-116100396_AFAP1L2_+	AFAP1L2	237.0
chr1:156551818-156551837_TTC24_+	TTC24	231.0
chr10:81927031-81927050_ANXA11_+	ANXA11	1250.0
chr1:151020586-151020605_C1orf56_-	C1orf56	1044.0
chrX:118109192-118109211_LONRF3_-	LONRF3	1272.0
chr9:5231588-5231607_INSL4_+	INSL4	657.0
chr15:29561053-29561072_NDNL2_+	NDNL2	228.0
chr6:26032159-26032178_HIST1H3B_-	HIST1H3B	1024.0
chr20:36869052-36869071_KIAA1755_-	KIAA1755	715.0
chrX:69502096-69502115_RAB41_-	RAB41	838.0
chr19:1418272-1418291_DAZAP1_-	DAZAP1	672.0
chrX:138698430-138698449_MCF2_+	MCF2	776.0
chr11:27523392-27523411_LIN7C_+	LIN7C	881.0
chr17:47579491-47579510_NGFR_+	NGFR	919.0
chr1:182369093-182369112_TEDDM1_+	TEDDM1	868.0
chr2:74808881-74808900_M1AP_-	M1AP	514.0
chr5:150519763-150519782_ANXA6_+	ANXA6	589.0
chr6:28294241-28294260_ZSCAN31_-	ZSCAN31	917.0
chr8:59352283-59352302_UBXN2B_-	UBXN2B	856.0
chr11:122646931-122646950_UBASH3B_+	UBASH3B	773.0
chr19:20308672-20308691_ZNF486_+	ZNF486	478.0
chr3:14709594-14709613_CCDC174_+	CCDC174	931.0
chr1:94668114-94668133_ARHGAP29_-	ARHGAP29	926.0
chr1:246729372-246729391_TFB2M_+	TFB2M	1563.0
chr10:91353034-91353053_PANK1_-	PANK1	880.0
chr1:155691381-155691400_DAP3_-	DAP3	627.0
chr11:32987861-32987880_QSER1_-	QSER1	838.0
chr21:43815472-43815491_TMPRSS3_+	TMPRSS3	376.0
chr19:1356427-1356446_MUM1_+	MUM1	516.0
